employee_id,skill_id,skill_name,proficiency,years_experience,last_used_date
EMP1455,SKL014,Git,Intermediate,15,2025-06-30
EMP1455,SKL009,AWS,Beginner,11,2025-09-09
EMP1456,SKL013,Data Analysis,Intermediate,4,2024-02-19
EMP1456,SKL028,Critical Thinking,Intermediate,6,2024-07-24
EMP1456,SKL009,AWS,Expert,10,2024-08-16
EMP1456,SKL004,SQL,Advanced,6,2025-06-07
EMP1456,SKL010,Azure,Advanced,11,2025-07-31
EMP1456,SKL001,Python,Beginner,7,2024-08-16
EMP1456,SKL007,Docker,Expert,15,2025-06-09
EMP1456,SKL029,Creativity,Expert,4,2025-07-06
EMP1456,SKL020,Business Analysis,Advanced,0,2025-02-09
EMP1456,SKL017,Agile,Beginner,10,2024-12-24
EMP1456,SKL003,JavaScript,Beginner,3,2025-02-21
EMP1456,SKL030,Time Management,Expert,14,2024-08-24
EMP1457,SKL016,Project Management,Beginner,4,2024-05-13
EMP1457,SKL020,Business Analysis,Advanced,6,2025-03-29
EMP1457,SKL018,Scrum,Intermediate,8,2024-06-11
EMP1457,SKL015,CI/CD,Advanced,2,2024-04-21
EMP1457,SKL014,Git,Advanced,4,2025-02-05
EMP1458,SKL009,AWS,Expert,2,2024-09-03
EMP1458,SKL010,Azure,Advanced,9,2024-01-16
EMP1458,SKL006,Node.js,Beginner,7,2025-09-29
EMP1458,SKL012,Deep Learning,Expert,15,2024-01-31
EMP1458,SKL022,Financial Modeling,Expert,12,2024-02-19
EMP1458,SKL021,Stakeholder Management,Intermediate,12,2025-03-12
EMP1458,SKL007,Docker,Advanced,9,2025-06-08
EMP1458,SKL018,Scrum,Beginner,15,2025-02-19
EMP1458,SKL003,JavaScript,Expert,5,2024-02-11
EMP1458,SKL027,Problem Solving,Beginner,5,2023-12-11
EMP1458,SKL023,Market Research,Expert,0,2025-02-07
EMP1459,SKL026,Team Collaboration,Advanced,2,2025-10-18
EMP1459,SKL003,JavaScript,Advanced,3,2025-09-26
EMP1459,SKL031,Adaptability,Advanced,3,2025-04-01
EMP1459,SKL023,Market Research,Beginner,2,2025-08-05
EMP1459,SKL021,Stakeholder Management,Expert,0,2024-04-05
EMP1459,SKL016,Project Management,Intermediate,0,2024-04-07
EMP1459,SKL010,Azure,Beginner,2,2025-05-10
EMP1459,SKL028,Critical Thinking,Intermediate,1,2024-10-21
EMP1460,SKL010,Azure,Advanced,6,2025-10-28
EMP1460,SKL008,Kubernetes,Advanced,1,2024-01-25
EMP1460,SKL003,JavaScript,Beginner,9,2024-01-07
EMP1460,SKL001,Python,Intermediate,4,2025-01-07
EMP1460,SKL011,Machine Learning,Expert,5,2025-03-04
EMP1460,SKL009,AWS,Expert,2,2024-08-02
EMP1460,SKL031,Adaptability,Intermediate,4,2024-07-01
EMP1460,SKL017,Agile,Expert,9,2025-05-26
EMP1460,SKL029,Creativity,Beginner,10,2024-11-12
EMP1460,SKL002,Java,Expert,13,2025-06-23
EMP1460,SKL020,Business Analysis,Expert,11,2024-04-14
EMP1461,SKL031,Adaptability,Intermediate,15,2024-12-28
EMP1461,SKL004,SQL,Intermediate,15,2025-05-22
EMP1461,SKL006,Node.js,Beginner,15,2024-03-08
EMP1461,SKL019,Product Strategy,Beginner,13,2023-12-14
EMP1461,SKL010,Azure,Beginner,11,2024-02-17
EMP1461,SKL026,Team Collaboration,Expert,11,2024-04-06
EMP1461,SKL020,Business Analysis,Intermediate,2,2024-09-29
EMP1461,SKL024,Leadership,Intermediate,4,2025-01-10
EMP1461,SKL014,Git,Beginner,9,2025-05-15
EMP1462,SKL004,SQL,Intermediate,0,2024-05-24
EMP1462,SKL005,React,Expert,3,2025-10-02
EMP1462,SKL012,Deep Learning,Expert,15,2025-09-21
EMP1462,SKL027,Problem Solving,Advanced,6,2025-06-21
EMP1463,SKL028,Critical Thinking,Beginner,3,2025-09-02
EMP1463,SKL010,Azure,Advanced,4,2025-08-28
EMP1463,SKL020,Business Analysis,Expert,7,2025-10-14
EMP1464,SKL009,AWS,Advanced,15,2025-01-18
EMP1464,SKL029,Creativity,Advanced,4,2024-08-05
EMP1464,SKL015,CI/CD,Intermediate,2,2025-10-05
EMP1464,SKL017,Agile,Expert,10,2024-08-20
EMP1465,SKL020,Business Analysis,Advanced,4,2024-10-23
EMP1465,SKL021,Stakeholder Management,Intermediate,7,2025-03-13
EMP1465,SKL022,Financial Modeling,Expert,9,2025-05-20
EMP1465,SKL011,Machine Learning,Intermediate,3,2024-02-09
EMP1465,SKL012,Deep Learning,Advanced,9,2025-10-17
EMP1465,SKL008,Kubernetes,Expert,6,2024-10-13
EMP1465,SKL009,AWS,Intermediate,4,2024-01-01
EMP1465,SKL028,Critical Thinking,Beginner,2,2024-11-19
EMP1465,SKL029,Creativity,Intermediate,7,2024-09-30
EMP1466,SKL013,Data Analysis,Intermediate,1,2024-12-20
EMP1466,SKL023,Market Research,Advanced,14,2025-11-02
EMP1466,SKL019,Product Strategy,Intermediate,0,2024-12-05
EMP1466,SKL009,AWS,Intermediate,14,2025-07-16
EMP1467,SKL015,CI/CD,Expert,1,2023-11-26
EMP1467,SKL016,Project Management,Advanced,3,2024-03-18
EMP1467,SKL022,Financial Modeling,Advanced,0,2025-02-17
EMP1467,SKL010,Azure,Advanced,0,2024-06-09
EMP1468,SKL016,Project Management,Intermediate,9,2025-05-04
EMP1468,SKL031,Adaptability,Beginner,13,2024-02-18
EMP1468,SKL006,Node.js,Intermediate,5,2024-06-21
EMP1468,SKL012,Deep Learning,Intermediate,15,2023-12-15
EMP1468,SKL010,Azure,Intermediate,10,2025-01-22
EMP1469,SKL008,Kubernetes,Advanced,12,2023-12-27
EMP1469,SKL017,Agile,Advanced,12,2025-07-19
EMP1469,SKL010,Azure,Intermediate,9,2025-05-01
EMP1469,SKL031,Adaptability,Advanced,14,2024-04-05
EMP1469,SKL023,Market Research,Intermediate,5,2025-06-07
EMP1469,SKL015,CI/CD,Expert,4,2025-08-03
EMP1470,SKL022,Financial Modeling,Intermediate,15,2024-09-13
EMP1470,SKL016,Project Management,Beginner,8,2024-11-28
EMP1470,SKL006,Node.js,Intermediate,3,2025-04-24
EMP1470,SKL013,Data Analysis,Expert,10,2024-12-27
EMP1470,SKL021,Stakeholder Management,Intermediate,7,2025-09-15
EMP1470,SKL017,Agile,Beginner,11,2024-12-12
EMP1470,SKL009,AWS,Expert,0,2024-01-07
EMP1470,SKL002,Java,Beginner,3,2024-03-17
EMP1470,SKL014,Git,Beginner,2,2024-10-15
EMP1470,SKL024,Leadership,Advanced,6,2025-06-15
EMP1470,SKL010,Azure,Beginner,4,2024-12-09
EMP1470,SKL023,Market Research,Beginner,5,2024-09-03
EMP1471,SKL016,Project Management,Advanced,7,2025-01-19
EMP1471,SKL029,Creativity,Advanced,14,2025-07-07
EMP1471,SKL007,Docker,Intermediate,1,2024-09-08
EMP1471,SKL021,Stakeholder Management,Beginner,2,2024-09-16
EMP1471,SKL005,React,Beginner,15,2025-02-23
EMP1471,SKL009,AWS,Beginner,6,2024-06-07
EMP1471,SKL018,Scrum,Intermediate,13,2024-04-18
EMP1471,SKL028,Critical Thinking,Beginner,1,2024-03-31
EMP1471,SKL026,Team Collaboration,Advanced,2,2023-11-12
EMP1471,SKL023,Market Research,Expert,13,2024-03-13
EMP1471,SKL010,Azure,Intermediate,11,2025-01-27
EMP1472,SKL016,Project Management,Intermediate,6,2024-04-27
EMP1472,SKL005,React,Beginner,0,2025-02-11
EMP1472,SKL011,Machine Learning,Advanced,3,2025-05-04
EMP1472,SKL015,CI/CD,Advanced,4,2023-11-16
EMP1472,SKL030,Time Management,Advanced,3,2025-09-22
EMP1472,SKL025,Communication,Expert,1,2025-10-31
EMP1472,SKL018,Scrum,Advanced,2,2025-07-16
EMP1472,SKL017,Agile,Beginner,3,2024-12-12
EMP1472,SKL013,Data Analysis,Advanced,4,2024-10-28
EMP1472,SKL001,Python,Intermediate,6,2024-12-05
EMP1472,SKL026,Team Collaboration,Advanced,0,2025-05-12
EMP1473,SKL023,Market Research,Expert,3,2025-05-22
EMP1473,SKL007,Docker,Beginner,12,2024-12-21
EMP1473,SKL009,AWS,Advanced,8,2024-05-29
EMP1473,SKL010,Azure,Intermediate,13,2024-07-02
EMP1473,SKL004,SQL,Beginner,4,2025-09-02
EMP1473,SKL022,Financial Modeling,Beginner,6,2024-04-29
EMP1473,SKL017,Agile,Advanced,5,2024-06-27
EMP1474,SKL028,Critical Thinking,Intermediate,0,2025-05-13
EMP1474,SKL017,Agile,Expert,0,2024-06-05
EMP1474,SKL005,React,Intermediate,0,2025-01-11
EMP1474,SKL019,Product Strategy,Intermediate,0,2024-02-10
EMP1474,SKL011,Machine Learning,Intermediate,0,2024-03-21
EMP1474,SKL022,Financial Modeling,Beginner,0,2024-05-01
EMP1474,SKL018,Scrum,Advanced,0,2023-12-15
EMP1474,SKL020,Business Analysis,Expert,0,2024-12-28
EMP1474,SKL008,Kubernetes,Beginner,0,2024-05-13
EMP1474,SKL013,Data Analysis,Intermediate,0,2024-06-23
EMP1475,SKL022,Financial Modeling,Expert,0,2023-12-10
EMP1475,SKL002,Java,Beginner,0,2025-03-20
EMP1475,SKL018,Scrum,Beginner,0,2024-03-04
EMP1475,SKL001,Python,Advanced,0,2025-09-26
EMP1476,SKL011,Machine Learning,Expert,7,2024-06-12
EMP1476,SKL019,Product Strategy,Advanced,4,2025-10-30
EMP1476,SKL015,CI/CD,Advanced,13,2024-02-21
EMP1476,SKL018,Scrum,Advanced,12,2024-06-07
EMP1476,SKL013,Data Analysis,Expert,10,2025-09-18
EMP1476,SKL016,Project Management,Expert,10,2025-07-16
EMP1476,SKL029,Creativity,Intermediate,4,2023-12-20
EMP1476,SKL009,AWS,Advanced,1,2025-03-22
EMP1476,SKL020,Business Analysis,Intermediate,9,2024-05-21
EMP1476,SKL014,Git,Expert,7,2025-08-10
EMP1476,SKL023,Market Research,Intermediate,13,2024-04-21
EMP1477,SKL005,React,Expert,12,2024-12-29
EMP1477,SKL018,Scrum,Intermediate,9,2024-02-08
EMP1477,SKL009,AWS,Advanced,8,2023-11-11
EMP1477,SKL019,Product Strategy,Intermediate,7,2025-03-27
EMP1477,SKL004,SQL,Beginner,8,2024-08-05
EMP1478,SKL022,Financial Modeling,Advanced,10,2025-03-15
EMP1478,SKL011,Machine Learning,Beginner,3,2025-02-22
EMP1478,SKL026,Team Collaboration,Intermediate,6,2024-08-22
EMP1478,SKL025,Communication,Advanced,6,2024-07-19
EMP1478,SKL004,SQL,Intermediate,11,2024-01-13
EMP1478,SKL020,Business Analysis,Expert,6,2025-05-10
EMP1478,SKL021,Stakeholder Management,Advanced,1,2025-09-26
EMP1479,SKL016,Project Management,Advanced,3,2025-01-09
EMP1479,SKL010,Azure,Intermediate,7,2024-06-02
EMP1479,SKL018,Scrum,Beginner,3,2025-05-23
EMP1479,SKL015,CI/CD,Advanced,11,2024-02-21
EMP1479,SKL011,Machine Learning,Beginner,7,2024-09-22
EMP1479,SKL023,Market Research,Intermediate,9,2025-10-07
EMP1479,SKL014,Git,Intermediate,6,2025-02-26
EMP1479,SKL029,Creativity,Expert,1,2024-06-26
EMP1479,SKL025,Communication,Expert,4,2024-07-19
EMP1480,SKL024,Leadership,Intermediate,4,2023-12-24
EMP1480,SKL026,Team Collaboration,Intermediate,6,2025-03-10
EMP1480,SKL001,Python,Expert,6,2025-08-04
EMP1480,SKL017,Agile,Expert,7,2023-11-18
EMP1480,SKL015,CI/CD,Advanced,12,2025-08-10
EMP1480,SKL003,JavaScript,Intermediate,13,2024-08-12
EMP1480,SKL013,Data Analysis,Intermediate,3,2024-04-28
EMP1480,SKL011,Machine Learning,Expert,14,2025-05-30
EMP1480,SKL007,Docker,Beginner,10,2024-06-14
EMP1481,SKL013,Data Analysis,Advanced,7,2024-03-26
EMP1481,SKL022,Financial Modeling,Advanced,9,2024-05-26
EMP1481,SKL029,Creativity,Expert,6,2023-11-22
EMP1481,SKL030,Time Management,Beginner,11,2024-12-31
EMP1481,SKL010,Azure,Expert,1,2025-04-03
EMP1482,SKL002,Java,Advanced,2,2025-09-14
EMP1482,SKL007,Docker,Advanced,1,2025-07-06
EMP1482,SKL025,Communication,Beginner,15,2025-11-08
EMP1482,SKL026,Team Collaboration,Advanced,1,2025-07-08
EMP1483,SKL026,Team Collaboration,Beginner,4,2025-02-05
EMP1483,SKL028,Critical Thinking,Advanced,3,2024-01-31
EMP1483,SKL017,Agile,Intermediate,5,2025-05-24
EMP1484,SKL030,Time Management,Intermediate,2,2025-06-11
EMP1484,SKL023,Market Research,Expert,1,2025-04-27
EMP1484,SKL013,Data Analysis,Beginner,2,2024-09-01
EMP1484,SKL026,Team Collaboration,Intermediate,2,2025-03-31
EMP1484,SKL012,Deep Learning,Intermediate,2,2024-05-27
EMP1484,SKL018,Scrum,Expert,2,2025-09-15
EMP1485,SKL027,Problem Solving,Beginner,15,2025-03-10
EMP1485,SKL029,Creativity,Intermediate,2,2025-03-16
EMP1485,SKL007,Docker,Advanced,5,2025-02-21
EMP1486,SKL009,AWS,Advanced,8,2025-01-10
EMP1486,SKL018,Scrum,Beginner,4,2024-04-18
EMP1486,SKL027,Problem Solving,Beginner,7,2025-08-05
EMP1486,SKL016,Project Management,Intermediate,2,2024-10-18
EMP1486,SKL005,React,Beginner,3,2024-04-29
EMP1486,SKL001,Python,Intermediate,3,2024-07-18
EMP1486,SKL003,JavaScript,Expert,1,2024-06-05
EMP1486,SKL023,Market Research,Advanced,3,2024-04-16
EMP1486,SKL026,Team Collaboration,Advanced,2,2025-02-03
EMP1486,SKL020,Business Analysis,Expert,7,2025-03-13
EMP1486,SKL010,Azure,Expert,1,2025-07-29
EMP1487,SKL028,Critical Thinking,Expert,2,2025-09-06
EMP1487,SKL013,Data Analysis,Beginner,0,2025-06-16
EMP1487,SKL021,Stakeholder Management,Expert,1,2024-09-12
EMP1487,SKL008,Kubernetes,Intermediate,4,2024-03-09
EMP1487,SKL026,Team Collaboration,Beginner,3,2024-10-21
EMP1487,SKL007,Docker,Beginner,5,2024-05-07
EMP1488,SKL015,CI/CD,Advanced,8,2025-05-29
EMP1488,SKL009,AWS,Intermediate,6,2025-05-27
EMP1488,SKL031,Adaptability,Beginner,11,2024-10-12
EMP1488,SKL022,Financial Modeling,Beginner,0,2024-08-22
EMP1488,SKL025,Communication,Beginner,5,2024-03-04
EMP1488,SKL019,Product Strategy,Expert,3,2025-10-10
EMP1488,SKL018,Scrum,Intermediate,8,2024-11-16
EMP1488,SKL029,Creativity,Expert,0,2024-01-21
EMP1489,SKL017,Agile,Intermediate,10,2024-11-29
EMP1489,SKL020,Business Analysis,Advanced,7,2024-03-29
EMP1489,SKL008,Kubernetes,Advanced,8,2024-10-31
EMP1489,SKL007,Docker,Expert,13,2024-04-01
EMP1490,SKL010,Azure,Advanced,14,2025-08-04
EMP1490,SKL026,Team Collaboration,Expert,13,2025-09-09
EMP1490,SKL025,Communication,Intermediate,0,2024-03-25
EMP1490,SKL030,Time Management,Intermediate,6,2024-04-04
EMP1490,SKL013,Data Analysis,Intermediate,11,2025-01-25
EMP1490,SKL009,AWS,Intermediate,1,2024-11-24
EMP1491,SKL006,Node.js,Intermediate,0,2025-05-29
EMP1491,SKL016,Project Management,Advanced,3,2024-03-29
EMP1491,SKL002,Java,Expert,4,2025-03-26
EMP1491,SKL008,Kubernetes,Intermediate,4,2024-06-16
EMP1491,SKL021,Stakeholder Management,Advanced,1,2023-11-26
EMP1491,SKL031,Adaptability,Beginner,6,2024-07-07
EMP1491,SKL005,React,Intermediate,2,2024-03-15
EMP1492,SKL003,JavaScript,Intermediate,8,2025-09-27
EMP1492,SKL020,Business Analysis,Intermediate,10,2024-03-27
EMP1492,SKL014,Git,Advanced,2,2025-08-05
EMP1492,SKL028,Critical Thinking,Expert,15,2024-09-11
EMP1492,SKL026,Team Collaboration,Beginner,2,2025-04-26
EMP1492,SKL012,Deep Learning,Intermediate,15,2025-02-24
EMP1492,SKL004,SQL,Intermediate,13,2024-04-03
EMP1492,SKL008,Kubernetes,Beginner,4,2024-01-02
EMP1492,SKL006,Node.js,Intermediate,1,2024-02-29
EMP1492,SKL015,CI/CD,Intermediate,1,2024-01-04
EMP1493,SKL015,CI/CD,Beginner,11,2024-10-06
EMP1493,SKL006,Node.js,Expert,8,2024-05-18
EMP1493,SKL012,Deep Learning,Intermediate,11,2024-10-28
EMP1493,SKL031,Adaptability,Beginner,3,2025-10-16
EMP1493,SKL014,Git,Expert,12,2025-03-25
EMP1494,SKL028,Critical Thinking,Advanced,8,2024-09-17
EMP1494,SKL025,Communication,Beginner,11,2024-01-26
EMP1494,SKL021,Stakeholder Management,Expert,9,2025-05-25
EMP1494,SKL001,Python,Intermediate,7,2024-12-23
EMP1494,SKL012,Deep Learning,Beginner,2,2024-02-24
EMP1494,SKL008,Kubernetes,Intermediate,4,2025-05-27
EMP1494,SKL011,Machine Learning,Advanced,6,2025-06-14
EMP1494,SKL005,React,Beginner,0,2025-07-29
EMP1494,SKL023,Market Research,Intermediate,15,2023-11-19
EMP1494,SKL003,JavaScript,Beginner,3,2025-02-20
EMP1494,SKL017,Agile,Intermediate,11,2024-01-26
EMP1494,SKL002,Java,Expert,10,2024-08-29
EMP1495,SKL003,JavaScript,Expert,3,2024-09-03
EMP1495,SKL020,Business Analysis,Expert,3,2023-11-26
EMP1495,SKL021,Stakeholder Management,Advanced,3,2024-02-03
EMP1496,SKL012,Deep Learning,Expert,9,2025-08-13
EMP1496,SKL030,Time Management,Expert,13,2023-11-20
EMP1496,SKL010,Azure,Beginner,3,2025-06-24
EMP1496,SKL022,Financial Modeling,Intermediate,2,2025-08-16
EMP1496,SKL021,Stakeholder Management,Intermediate,6,2025-03-24
EMP1496,SKL008,Kubernetes,Beginner,2,2025-11-04
EMP1496,SKL020,Business Analysis,Intermediate,11,2023-12-13
EMP1496,SKL019,Product Strategy,Intermediate,15,2024-02-20
EMP1496,SKL015,CI/CD,Intermediate,1,2024-05-20
EMP1496,SKL017,Agile,Beginner,10,2025-06-30
EMP1496,SKL018,Scrum,Intermediate,11,2024-01-13
EMP1497,SKL027,Problem Solving,Beginner,12,2024-06-04
EMP1497,SKL011,Machine Learning,Expert,0,2024-02-28
EMP1497,SKL002,Java,Advanced,12,2025-11-08
EMP1497,SKL029,Creativity,Beginner,0,2025-03-11
EMP1497,SKL015,CI/CD,Beginner,4,2025-02-17
EMP1497,SKL001,Python,Expert,1,2023-11-20
EMP1497,SKL019,Product Strategy,Expert,14,2025-07-17
EMP1497,SKL023,Market Research,Intermediate,14,2023-11-17
EMP1497,SKL021,Stakeholder Management,Beginner,14,2025-07-16
EMP1498,SKL021,Stakeholder Management,Expert,8,2024-01-31
EMP1498,SKL006,Node.js,Expert,7,2025-01-04
EMP1498,SKL029,Creativity,Intermediate,14,2025-06-03
EMP1498,SKL023,Market Research,Advanced,13,2025-08-06
EMP1498,SKL018,Scrum,Intermediate,13,2024-07-29
EMP1498,SKL014,Git,Beginner,8,2025-09-02
EMP1499,SKL018,Scrum,Advanced,1,2025-05-12
EMP1499,SKL001,Python,Intermediate,12,2024-01-14
EMP1499,SKL010,Azure,Expert,12,2024-04-15
EMP1499,SKL030,Time Management,Beginner,15,2024-02-26
EMP1499,SKL013,Data Analysis,Expert,0,2024-11-17
EMP1499,SKL020,Business Analysis,Intermediate,15,2025-06-22
EMP1499,SKL029,Creativity,Beginner,5,2025-01-20
EMP1499,SKL025,Communication,Advanced,5,2025-10-03
EMP1499,SKL008,Kubernetes,Beginner,3,2024-10-20
EMP1499,SKL014,Git,Intermediate,13,2025-08-04
EMP1499,SKL017,Agile,Intermediate,3,2024-03-15
EMP1500,SKL014,Git,Beginner,1,2024-07-05
EMP1500,SKL007,Docker,Advanced,0,2024-07-24
EMP1500,SKL012,Deep Learning,Advanced,9,2024-11-15
EMP1500,SKL017,Agile,Advanced,13,2024-03-09
EMP1500,SKL031,Adaptability,Beginner,4,2024-05-17
EMP1500,SKL013,Data Analysis,Intermediate,1,2023-12-23
EMP1500,SKL018,Scrum,Beginner,1,2025-01-05
EMP1500,SKL023,Market Research,Intermediate,11,2025-04-30
EMP1500,SKL008,Kubernetes,Advanced,4,2024-06-04
EMP1500,SKL009,AWS,Beginner,3,2025-03-11
EMP1501,SKL014,Git,Expert,3,2025-01-05
EMP1501,SKL017,Agile,Expert,7,2024-02-13
EMP1501,SKL005,React,Beginner,1,2023-11-26
EMP1501,SKL006,Node.js,Intermediate,3,2025-08-11
EMP1501,SKL031,Adaptability,Beginner,4,2023-12-14
EMP1501,SKL027,Problem Solving,Advanced,6,2024-01-28
EMP1501,SKL019,Product Strategy,Beginner,2,2025-01-06
EMP1501,SKL011,Machine Learning,Intermediate,0,2024-06-27
EMP1502,SKL010,Azure,Expert,1,2024-01-28
EMP1502,SKL029,Creativity,Expert,0,2024-12-11
EMP1502,SKL027,Problem Solving,Beginner,0,2025-09-28
EMP1503,SKL006,Node.js,Intermediate,3,2025-08-20
EMP1503,SKL015,CI/CD,Expert,13,2024-09-27
EMP1503,SKL002,Java,Expert,12,2024-02-28
EMP1503,SKL004,SQL,Expert,6,2023-11-10
EMP1503,SKL024,Leadership,Advanced,3,2025-10-18
EMP1503,SKL017,Agile,Intermediate,3,2024-05-02
EMP1503,SKL022,Financial Modeling,Advanced,0,2023-11-28
EMP1503,SKL008,Kubernetes,Advanced,3,2024-05-04
EMP1504,SKL001,Python,Expert,4,2024-10-06
EMP1504,SKL030,Time Management,Intermediate,0,2024-09-04
EMP1504,SKL004,SQL,Advanced,0,2024-03-03
EMP1504,SKL010,Azure,Intermediate,8,2024-08-10
EMP1504,SKL023,Market Research,Expert,11,2025-04-02
EMP1504,SKL028,Critical Thinking,Intermediate,0,2024-06-19
EMP1504,SKL009,AWS,Advanced,7,2024-05-03
EMP1504,SKL012,Deep Learning,Intermediate,11,2025-10-25
EMP1505,SKL011,Machine Learning,Expert,1,2025-09-22
EMP1505,SKL002,Java,Intermediate,1,2025-04-24
EMP1505,SKL005,React,Expert,2,2024-09-03
EMP1505,SKL009,AWS,Beginner,1,2025-04-26
EMP1506,SKL021,Stakeholder Management,Expert,6,2025-09-26
EMP1506,SKL024,Leadership,Intermediate,9,2025-05-18
EMP1506,SKL012,Deep Learning,Advanced,7,2025-08-10
EMP1506,SKL003,JavaScript,Expert,3,2025-10-10
EMP1506,SKL016,Project Management,Intermediate,4,2024-02-05
EMP1506,SKL013,Data Analysis,Beginner,10,2024-11-26
EMP1506,SKL011,Machine Learning,Expert,2,2024-03-20
EMP1506,SKL007,Docker,Beginner,4,2024-02-03
EMP1507,SKL023,Market Research,Intermediate,4,2024-05-02
EMP1507,SKL031,Adaptability,Advanced,10,2024-01-28
EMP1507,SKL022,Financial Modeling,Beginner,15,2024-06-15
EMP1507,SKL010,Azure,Beginner,14,2024-08-13
EMP1507,SKL021,Stakeholder Management,Beginner,9,2024-01-08
EMP1507,SKL004,SQL,Expert,4,2025-03-02
EMP1507,SKL026,Team Collaboration,Advanced,2,2024-07-26
EMP1507,SKL028,Critical Thinking,Expert,8,2024-02-09
EMP1507,SKL001,Python,Advanced,11,2024-08-16
EMP1507,SKL011,Machine Learning,Intermediate,7,2025-10-27
EMP1508,SKL004,SQL,Expert,10,2025-10-28
EMP1508,SKL029,Creativity,Beginner,6,2025-10-24
EMP1508,SKL024,Leadership,Expert,7,2024-01-14
EMP1508,SKL014,Git,Beginner,9,2025-10-05
EMP1508,SKL002,Java,Beginner,12,2023-12-13
EMP1508,SKL023,Market Research,Expert,3,2025-02-21
EMP1508,SKL003,JavaScript,Intermediate,8,2024-03-06
EMP1508,SKL028,Critical Thinking,Beginner,5,2024-03-27
EMP1508,SKL018,Scrum,Expert,12,2024-10-07
EMP1508,SKL026,Team Collaboration,Beginner,7,2024-12-26
EMP1508,SKL020,Business Analysis,Advanced,8,2024-07-27
EMP1509,SKL028,Critical Thinking,Beginner,6,2025-02-17
EMP1509,SKL014,Git,Expert,15,2024-03-29
EMP1509,SKL012,Deep Learning,Advanced,4,2025-04-20
EMP1509,SKL025,Communication,Beginner,12,2024-10-05
EMP1509,SKL003,JavaScript,Intermediate,1,2024-03-05
EMP1509,SKL002,Java,Expert,4,2025-10-03
EMP1509,SKL015,CI/CD,Intermediate,11,2025-04-11
EMP1510,SKL015,CI/CD,Beginner,3,2025-04-26
EMP1510,SKL026,Team Collaboration,Beginner,4,2024-07-01
EMP1510,SKL019,Product Strategy,Expert,3,2025-03-09
EMP1510,SKL022,Financial Modeling,Advanced,4,2025-08-06
EMP1510,SKL025,Communication,Expert,5,2024-06-19
EMP1511,SKL016,Project Management,Intermediate,14,2024-08-06
EMP1511,SKL009,AWS,Advanced,0,2025-09-19
EMP1511,SKL026,Team Collaboration,Beginner,1,2024-01-29
EMP1511,SKL021,Stakeholder Management,Intermediate,2,2024-06-07
EMP1511,SKL025,Communication,Beginner,8,2025-10-21
EMP1511,SKL024,Leadership,Expert,11,2024-12-01
EMP1511,SKL014,Git,Advanced,10,2025-04-06
EMP1511,SKL008,Kubernetes,Advanced,14,2024-08-22
EMP1511,SKL012,Deep Learning,Beginner,6,2025-11-03
EMP1512,SKL030,Time Management,Beginner,8,2024-06-03
EMP1512,SKL003,JavaScript,Expert,1,2025-07-31
EMP1512,SKL024,Leadership,Intermediate,4,2025-10-14
EMP1512,SKL008,Kubernetes,Expert,11,2025-05-15
EMP1512,SKL022,Financial Modeling,Beginner,13,2025-07-22
EMP1512,SKL015,CI/CD,Expert,15,2024-01-08
EMP1512,SKL023,Market Research,Intermediate,3,2025-07-14
EMP1512,SKL006,Node.js,Intermediate,7,2023-11-11
EMP1512,SKL028,Critical Thinking,Expert,12,2025-09-09
EMP1513,SKL017,Agile,Expert,2,2025-11-03
EMP1513,SKL015,CI/CD,Advanced,1,2024-03-04
EMP1513,SKL007,Docker,Beginner,10,2025-07-06
EMP1513,SKL023,Market Research,Beginner,5,2025-04-02
EMP1513,SKL001,Python,Beginner,1,2024-03-02
EMP1513,SKL010,Azure,Beginner,12,2024-07-15
EMP1514,SKL022,Financial Modeling,Intermediate,0,2024-03-03
EMP1514,SKL017,Agile,Beginner,0,2024-09-08
EMP1514,SKL020,Business Analysis,Intermediate,1,2024-10-21
EMP1514,SKL012,Deep Learning,Expert,2,2025-05-23
EMP1514,SKL006,Node.js,Expert,2,2025-07-20
EMP1515,SKL025,Communication,Intermediate,10,2025-07-12
EMP1515,SKL013,Data Analysis,Beginner,8,2024-11-15
EMP1515,SKL005,React,Expert,8,2025-08-03
EMP1515,SKL015,CI/CD,Expert,9,2024-01-01
EMP1515,SKL030,Time Management,Advanced,8,2024-02-05
EMP1515,SKL022,Financial Modeling,Advanced,8,2025-01-31
EMP1515,SKL031,Adaptability,Intermediate,8,2024-10-07
EMP1515,SKL020,Business Analysis,Beginner,5,2025-05-27
EMP1515,SKL006,Node.js,Expert,11,2024-06-13
EMP1516,SKL015,CI/CD,Intermediate,2,2024-03-01
EMP1516,SKL010,Azure,Expert,9,2024-01-19
EMP1516,SKL020,Business Analysis,Beginner,13,2024-07-17
EMP1516,SKL009,AWS,Beginner,2,2024-02-17
EMP1517,SKL001,Python,Expert,0,2024-03-30
EMP1517,SKL007,Docker,Expert,15,2025-06-28
EMP1517,SKL025,Communication,Advanced,12,2024-09-04
EMP1517,SKL004,SQL,Advanced,11,2024-08-09
EMP1517,SKL002,Java,Beginner,3,2024-07-15
EMP1517,SKL005,React,Beginner,9,2024-11-27
EMP1517,SKL011,Machine Learning,Intermediate,4,2024-10-04
EMP1518,SKL026,Team Collaboration,Advanced,7,2024-11-17
EMP1518,SKL015,CI/CD,Expert,3,2025-05-01
EMP1518,SKL016,Project Management,Expert,9,2024-09-26
